salary,area,age,sex,job,exper,data,company
（面谈）元,浙江金华,不限,不限,"
                        教务主任
            ",三年以上,2017-10-18,"
            金华市浙师智慧教育科技有限公司
            "
6000-8000元,浙江金华金东,50岁以下,不限,"
                        跟车保安
            ",不限,2017-10-18,"
            苏州维信电子有限公司
            "
6000-8000元,浙江金华婺城区,50岁以下,不限,"
                        跟车员
            ",不限,2017-10-18,"
            苏州维信电子有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        调度员
            ",二年以上,2017-10-18,"
            金华方远建材有限公司
            "
salary,area,age,sex,job,date,exper,company
3000-4000元,浙江金华,45岁以下,不限,"
                        品类销售经理
            ",2017-10-18,一年以上,"
            浙江星普五星电器有限公司
            "
3000-4000元,浙江金华,40岁以下,不限,"
                        商管主管
            ",2017-10-18,一年以上,"
            浙江星普五星电器有限公司
            "
3000-4000元,浙江金华婺城区,40岁以下,不限,"
                        品类销售副经理
            ",2017-10-18,不限,"
            浙江星普五星电器有限公司
            "
4000-5000元,浙江金华金东,25岁以上,男,"
                        光伏安装材料员
            ",2017-10-18,不限,"
            浙江中驰太阳能科技有限公司
            "
10000-15000元,浙江金华,不限,不限,"
                        各县市区域代理
            ",2017-10-18,不限,"
            浙江中驰太阳能科技有限公司
            "
4000-5000元,浙江金华金东,不限,不限,"
                        销售代表
            ",2017-10-18,不限,"
            浙江中驰太阳能科技有限公司
            "
3000-4000元,浙江金华义乌市,不限,不限,"
                        销售员
            ",2017-10-18,不限,"
            金华无敌贸易有限公司
            "
2000-3000元,浙江金华婺城区,不限,不限,"
                        饰品加工
            ",2017-10-18,不限,"
            金华无敌贸易有限公司
            "
5000-6000元,浙江金华婺城区,不限,不限,"
                        网店主管
            ",2017-10-18,不限,"
            金华无敌贸易有限公司
            "
6000-8000元,浙江金华义乌市,18岁-40岁,不限,"
                        美工
            ",2017-10-18,一年以上,"
            义乌市浩尼体育用品有限公司
            "
4000-5000元,浙江金华义乌市,18岁-30岁,女,"
                        淘宝客服
            ",2017-10-18,不限,"
            义乌市浩尼体育用品有限公司
            "
3000-4000元,浙江金华义乌市,18岁-31岁,女,"
                        服务员
            ",2017-10-18,不限,"
            义乌市浩尼体育用品有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        焊接工
            ",2017-10-18,不限,"
            金华爱玛体育用品有限公司
            "
4000-5000元,浙江金华婺城区,不限,不限,"
                        注塑工/注塑学徒工
            ",2017-10-18,一年以上,"
            金华爱玛体育用品有限公司
            "
4000-5000元,浙江金华婺城区,不限,男,"
                        冲压工
            ",2017-10-18,一年以上,"
            金华爱玛体育用品有限公司
            "
（面谈）元,浙江金华婺城区,22岁-35岁,不限,"
                        运营专员
            ",2017-10-18,一年以上,"
            金华市海易信息科技有限公司
            "
5000-6000元,浙江金华,不限,不限,"
                        销售代表
            ",2017-10-18,一年以上,"
            金华市海易信息科技有限公司
            "
（面谈）元,浙江金华金东,不限,女,"
                        网店客服
            ",2017-10-18,一年以上,"
            东方秀日化有限公司
            "
6000-8000元,浙江金华婺城区,20岁-35岁,不限,"
                        直销人员
            ",2017-10-18,一年以上,"
            金华市海易信息科技有限公司
            "
5000-6000元,浙江金华义乌市,22岁-35岁,不限,"
                        阿里巴巴国际站运营
            ",2017-10-18,二年以上,"
            福安市茗振电子有限公司
            "
3000-4000元,浙江金华,20岁-35岁,不限,"
                        置业顾问
            ",2017-10-18,一年以上,"
            金华房媒房地产有限公司
            "
（面谈）元,浙江金华,22岁-35岁,不限,"
                        房产销售经纪人
            ",2017-10-18,不限,"
            金华房媒房地产有限公司
            "
8000-10000元,浙江金华婺城区,不限,不限,"
                        房产销售精英
            ",2017-10-18,不限,"
            金华房媒房地产有限公司
            "
8000-10000元,浙江金华婺城区,20岁以上,不限,"
                        专利撰写员（高薪）
            ",2017-10-18,不限,"
            金华市众创高新科技咨询有限公司
            "
5000-6000元,浙江金华婺城区,30岁以上,不限,"
                        项目专员（高薪）
            ",2017-10-18,五年以上,"
            金华市众创高新科技咨询有限公司
            "
